post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound
p069,u169,"(26.4499,80.3319)","['u167', 'u171']","{'parkour': 0.9, 'movement': 0.8}","{'video': 0.9, 'image': 0.6}","{'u167': 0.8, 'u171': 0.9}","{'parkour': 0.9, 'movement': 0.8}","""Urban parkour flow through city streets""",5/24/2025 17:50,291.0,67.0,38.0,25.1,"['parkour', 'urban', 'movement']",video,240.0,"(26.4499,80.3319)",0.91,0.02,0.07,0.88
p070,u170,"(15.2993,74.1240)","['u168', 'u172']","{'mushroom_cultivation': 0.8, 'fungi': 0.9}","{'image': 0.8, 'video': 0.7}","{'u168': 0.7, 'u172': 0.8}","{'fungi': 0.9, 'mushroom_cultivation': 0.8}","""Oyster mushroom harvest: Farm to table""",5/23/2025 8:30,76.0,18.0,11.0,28.9,"['mushrooms', 'cultivation', 'harvest']",image,220.0,"(15.2993,74.1240)",0.77,0.04,0.19,0.72
p071,u171,"(22.3072,73.1812)","['u169', 'u173']","{'glassblowing': 0.9, 'art': 0.8}","{'video': 0.8, 'image': 0.8}","{'u169': 0.9, 'u173': 0.6}","{'glassblowing': 0.9, 'art': 0.7}","""Creating hand-blown glass vase masterpiece""",5/22/2025 16:10,132.0,29.0,21.0,34.8,"['glassblowing', 'handmade', 'art']",video,370.0,"(22.3072,73.1812)",0.85,0.02,0.13,0.82
p072,u172,"(18.5204,73.8567)","['u170', 'u174']","{'coffee_roasting': 0.8, 'brewing': 0.9}","{'video': 0.7, 'image': 0.8}","{'u170': 0.8, 'u174': 0.7}","{'brewing': 0.9, 'coffee_roasting': 0.8}","""Single origin Ethiopian beans: Roasting profile""",5/25/2025 9:15,98.0,22.0,14.0,31.2,"['coffee', 'roasting', 'ethiopian']",video,310.0,"(18.5204,73.8567)",0.81,0.03,0.16,0.77
p073,u173,"(25.5788,85.1376)","['u171', 'u175']","{'urban_sketching': 0.9, 'drawing': 0.8}","{'image': 0.9, 'video': 0.6}","{'u171': 0.7, 'u175': 0.8}","{'drawing': 0.8, 'urban_sketching': 0.9}","""Kolkata street scenes: Ink and watercolor""",5/24/2025 14:25,167.0,35.0,26.0,24.7,"['sketching', 'kolkata', 'watercolor']",image,190.0,"(25.5788,85.1376)",0.84,0.02,0.14,0.81
p074,u174,"(12.2958,76.6394)","['u172', 'u176']","{'fermentation': 0.8, 'kombucha': 0.9}","{'video': 0.8, 'text': 0.7}","{'u172': 0.8, 'u176': 0.7}","{'kombucha': 0.9, 'fermentation': 0.8}","""Homemade kombucha: Second fermentation flavors""",5/23/2025 12:40,87.0,21.0,16.0,29.6,"['kombucha', 'fermentation', 'homemade']",video,280.0,"(12.2958,76.6394)",0.79,0.03,0.18,0.75
p075,u175,"(28.4595,77.0266)","['u173', 'u177']","{'drone_racing': 0.9, 'fpv': 0.8}","{'video': 0.9, 'image': 0.6}","{'u173': 0.8, 'u177': 0.9}","{'fpv': 0.8, 'drone_racing': 0.9}","""FPV racing: High-speed gate runs""",5/22/2025 19:30,203.0,41.0,33.0,21.4,"['drone', 'racing', 'fpv']",video,200.0,"(28.4595,77.0266)",0.87,0.03,0.1,0.83
p076,u176,"(19.9975,73.7898)","['u174', 'u178']","{'macrame': 0.8, 'fiber_arts': 0.9}","{'image': 0.9, 'video': 0.7}","{'u174': 0.7, 'u178': 0.8}","{'fiber_arts': 0.9, 'macrame': 0.8}","""Boho wall hanging: Intricate knot patterns""",5/25/2025 15:50,114.0,23.0,18.0,26.3,"['macrame', 'boho', 'fiberarts']",image,210.0,"(19.9975,73.7898)",0.82,0.02,0.16,0.79
p077,u177,"(23.8103,91.1086)","['u175', 'u179']","{'virtual_reality': 0.9, 'immersive': 0.8}","{'video': 0.8, 'text': 0.7}","{'u175': 0.9, 'u179': 0.7}","{'virtual_reality': 0.9, 'immersive': 0.8}","""VR meditation experience: Digital zen garden""",5/24/2025 21:10,156.0,34.0,25.0,37.8,"['vr', 'meditation', 'immersive']",video,340.0,"(23.8103,91.1086)",0.86,0.02,0.12,0.83
p078,u178,"(11.0168,76.9558)","['u176', 'u180']","{'tea_ceremony': 0.8, 'mindfulness': 0.9}","{'video': 0.7, 'audio': 0.8}","{'u176': 0.8, 'u180': 0.8}","{'mindfulness': 0.9, 'tea_ceremony': 0.8}","""Traditional Japanese tea ceremony: Slow living""",5/23/2025 16:45,92.0,19.0,12.0,42.1,"['tea', 'ceremony', 'mindfulness']",video,450.0,"(11.0168,76.9558)",0.88,0.01,0.11,0.86
p079,u179,"(27.2046,77.4977)","['u177', 'u181']","{'cryptocurrency_mining': 0.8, 'blockchain': 0.9}","{'text': 0.8, 'video': 0.7}","{'u177': 0.8, 'u181': 0.7}","{'blockchain': 0.9, 'cryptocurrency_mining': 0.7}","""Sustainable crypto mining: Solar-powered setup""",5/22/2025 13:20,89.0,31.0,19.0,38.4,"['crypto', 'mining', 'sustainable']",text,380.0,"(27.2046,77.4977)",0.71,0.08,0.21,0.62
p080,u180,"(16.3067,80.4365)","['u178', 'u182']","{'fire_dancing': 0.9, 'performance': 0.8}","{'video': 0.9, 'image': 0.8}","{'u178': 0.8, 'u182': 0.9}","{'fire_dancing': 0.9, 'performance': 0.8}","""Beach fire spinning: Sunset performance""",5/25/2025 19:20,278.0,56.0,44.0,23.9,"['firedancing', 'performance', 'beach']",video,260.0,"(16.3067,80.4365)",0.9,0.02,0.08,0.87
p081,u181,"(24.5854,73.7125)","['u179', 'u183']","{'leather_crafting': 0.8, 'handmade': 0.9}","{'image': 0.8, 'video': 0.8}","{'u179': 0.7, 'u183': 0.8}","{'handmade': 0.9, 'leather_crafting': 0.8}","""Hand-stitched leather wallet: Traditional techniques""",5/24/2025 11:35,105.0,24.0,17.0,32.6,"['leather', 'crafting', 'handmade']",image,230.0,"(24.5854,73.7125)",0.8,0.03,0.17,0.76
p082,u182,"(14.6816,77.6946)","['u180', 'u184']","{'hydroponics': 0.9, 'vertical_farming': 0.8}","{'video': 0.8, 'image': 0.7}","{'u180': 0.9, 'u184': 0.6}","{'hydroponics': 0.9, 'vertical_farming': 0.7}","""Vertical hydroponic tower: Urban farming solution""",5/23/2025 10:15,93.0,27.0,21.0,36.2,"['hydroponics', 'vertical', 'urban']",video,380.0,"(14.6816,77.6946)",0.78,0.04,0.18,0.73
p083,u183,"(29.0588,76.0856)","['u181', 'u185']","{'ice_climbing': 0.9, 'extreme_sports': 0.8}","{'image': 0.9, 'video': 0.8}","{'u181': 0.8, 'u185': 0.7}","{'ice_climbing': 0.9, 'extreme_sports': 0.8}","""Frozen waterfall ascent: Technical ice routes""",5/22/2025 6:45,189.0,39.0,28.0,33.7,"['iceclimbing', 'extreme', 'waterfall']",image,270.0,"(29.0588,76.0856)",0.84,0.04,0.12,0.79
p084,u184,"(21.2787,81.8661)","['u182', 'u186']","{'meditation': 0.8, 'sound_healing': 0.9}","{'audio': 0.9, 'video': 0.6}","{'u182': 0.7, 'u186': 0.8}","{'sound_healing': 0.9, 'meditation': 0.8}","""Tibetan singing bowls: Frequency healing session""",5/25/2025 6:30,78.0,16.0,9.0,48.3,"['meditation', 'singing', 'healing']",audio,520.0,"(21.2787,81.8661)",0.89,0.01,0.1,0.87
p085,u185,"(26.8207,80.9126)","['u183', 'u187']","{'food_photography': 0.8, 'styling': 0.9}","{'image': 0.9, 'video': 0.6}","{'u183': 0.8, 'u187': 0.7}","{'styling': 0.9, 'food_photography': 0.8}","""Monsoon street food: Artistic plating showcase""",5/24/2025 13:15,142.0,28.0,22.0,19.8,"['food', 'photography', 'styling']",image,175.0,"(26.8207,80.9126)",0.85,0.02,0.13,0.82
p086,u186,"(12.9141,77.6101)","['u184', 'u188']","{'natural_dyeing': 0.8, 'textiles': 0.9}","{'image': 0.8, 'video': 0.7}","{'u184': 0.8, 'u188': 0.7}","{'textiles': 0.9, 'natural_dyeing': 0.8}","""Indigo dye workshop: Traditional shibori patterns""",5/23/2025 14:20,87.0,20.0,15.0,30.4,"['indigo', 'dyeing', 'shibori']",image,250.0,"(12.9141,77.6101)",0.79,0.03,0.18,0.75
p087,u187,"(25.3176,82.9739)","['u185', 'u189']","{'wing_suit_flying': 0.9, 'skydiving': 0.8}","{'video': 0.9, 'image': 0.8}","{'u185': 0.9, 'u189': 0.6}","{'wing_suit_flying': 0.9, 'skydiving': 0.8}","""Wingsuit proximity flight: Canyon navigation""",5/22/2025 15:30,234.0,48.0,39.0,27.2,"['wingsuit', 'flying', 'extreme']",video,320.0,"(25.3176,82.9739)",0.86,0.05,0.09,0.8
p088,u188,"(17.4065,78.4772)","['u186', 'u190']","{'breadmaking': 0.8, 'sourdough': 0.9}","{'video': 0.7, 'image': 0.8}","{'u186': 0.7, 'u188': 0.8}","{'sourdough': 0.9, 'breadmaking': 0.8}","""Wild yeast sourdough: Ancient grains experiment""",5/25/2025 8:45,96.0,22.0,18.0,34.1,"['sourdough', 'bread', 'ancient']",video,360.0,"(17.4065,78.4772)",0.82,0.02,0.16,0.79
p089,u189,"(23.0225,72.5714)","['u187', 'u191']","{'crystal_healing': 0.8, 'energy_work': 0.9}","{'image': 0.8, 'audio': 0.7}","{'u187': 0.6, 'u191': 0.8}","{'energy_work': 0.8, 'crystal_healing': 0.9}","""Crystal grid meditation: Full moon energy""",5/24/2025 22:30,68.0,17.0,8.0,39.7,"['crystals', 'healing', 'fullmoon']",image,290.0,"(23.0225,72.5714)",0.76,0.04,0.2,0.71
p090,u190,"(30.3165,78.0322)","['u188', 'u192']","{'rock_balancing': 0.9, 'zen_art': 0.8}","{'image': 0.9, 'video': 0.7}","{'u188': 0.8, 'u192': 0.7}","{'zen_art': 0.8, 'rock_balancing': 0.9}","""Himalayan stone balance: Gravity defying art""",5/23/2025 7:40,153.0,31.0,24.0,26.1,"['balance', 'stones', 'himalayan']",image,200.0,"(30.3165,78.0322)",0.87,0.02,0.11,0.84
p091,u191,"(15.4909,73.8278)","['u189', 'u193']","{'candle_making': 0.8, 'aromatherapy': 0.9}","{'video': 0.7, 'image': 0.8}","{'u189': 0.8, 'u193': 0.7}","{'aromatherapy': 0.9, 'candle_making': 0.8}","""Essential oil candles: Lavender harvest blend""",5/22/2025 17:20,104.0,25.0,19.0,31.8,"['candles', 'aromatherapy', 'lavender']",video,330.0,"(15.4909,73.8278)",0.83,0.02,0.15,0.8
p092,u192,"(26.7606,88.3953)","['u190', 'u194']","{'electronic_music': 0.9, 'synthesizers': 0.8}","{'audio': 0.9, 'video': 0.7}","{'u190': 0.8, 'u194': 0.9}","{'synthesizers': 0.8, 'electronic_music': 0.9}","""Modular synth ambient: Night soundscape creation""",5/25/2025 20:45,147.0,33.0,26.0,41.2,"['electronic', 'synth', 'ambient']",audio,480.0,"(26.7606,88.3953)",0.81,0.03,0.16,0.77
p093,u193,"(18.1096,83.3394)","['u191', 'u195']","{'butterfly_gardening': 0.8, 'pollinator': 0.9}","{'image': 0.8, 'video': 0.7}","{'u191': 0.7, 'u195': 0.8}","{'pollinator': 0.9, 'butterfly_gardening': 0.8}","""Monarch butterfly garden: Migration stopover""",5/24/2025 9:25,126.0,29.0,23.0,28.7,"['butterfly', 'garden', 'monarch']",image,240.0,"(18.1096,83.3394)",0.84,0.02,0.14,0.81
p094,u194,"(24.6408,73.7350)","['u192', 'u196']","{'glass_etching': 0.8, 'decorative_art': 0.9}","{'image': 0.9, 'video': 0.6}","{'u192': 0.7, 'u196': 0.8}","{'decorative_art': 0.9, 'glass_etching': 0.8}","""Acid etched wine glasses: Geometric patterns""",5/23/2025 13:55,89.0,21.0,14.0,24.3,"['glass', 'etching', 'geometric']",image,180.0,"(24.6408,73.7350)",0.78,0.03,0.19,0.74
p095,u195,"(20.5937,78.9629)","['u193', 'u197']","{'foraging': 0.9, 'wild_edibles': 0.8}","{'video': 0.8, 'image': 0.8}","{'u193': 0.8, 'u197': 0.7}","{'wild_edibles': 0.8, 'foraging': 0.9}","""Monsoon mushroom foraging: Safe identification""",5/22/2025 11:10,112.0,34.0,21.0,37.9,"['foraging', 'mushrooms', 'identification']",video,420.0,"(20.5937,78.9629)",0.75,0.06,0.19,0.68
p066,u166,"(15.2993,74.1240)","['u164', 'u168']","{'astronomy': 0.9, 'astrophotography': 0.8}","{'image': 0.9, 'video': 0.7}","{'u164': 0.8, 'u168': 0.7}","{'astronomy': 0.9, 'astrophotography': 0.8}","""Jupiter conjunction with Mars captured tonight""",5/25/2025 23:15,247.0,38.0,45.0,37.2,"['astronomy', 'jupiter', 'conjunction']",image,220.0,"(15.2993,74.1240)",0.85,0.02,0.13,0.82
p067,u167,"(30.3165,78.0322)","['u165', 'u169']","{'herbal_medicine': 0.8, 'wellness': 0.9}","{'text': 0.8, 'image': 0.7}","{'u165': 0.7, 'u169': 0.8}","{'herbal_medicine': 0.9, 'wellness': 0.8}","""Traditional Ayurvedic remedies for immunity""",5/24/2025 14:30,134.0,29.0,21.0,35.6,"['ayurveda', 'herbal', 'immunity']",text,320.0,"(30.3165,78.0322)",0.76,0.04,0.2,0.71
p068,u168,"(22.7196,75.8577)","['u166', 'u170']","{'glass_blowing': 0.9, 'art_glass': 0.8}","{'video': 0.9, 'image': 0.8}","{'u166': 0.8, 'u170': 0.7}","{'glass_blowing': 0.9, 'art_glass': 0.8}","""Creating hand-blown glass vase masterpiece""",5/23/2025 10:45,165.0,33.0,26.0,42.1,"['glassblowing', 'artglass', 'handmade']",video,450.0,"(22.7196,75.8577)",0.83,0.02,0.15,0.8
p069,u169,"(17.3850,78.4867)","['u167', 'u171']","{'paleontology': 0.8, 'fossils': 0.9}","{'image': 0.8, 'text': 0.8}","{'u167': 0.8, 'u171': 0.9}","{'fossils': 0.9, 'paleontology': 0.8}","""Trilobite fossil discovery in local quarry""",5/22/2025 16:20,98.0,41.0,19.0,48.3,"['paleontology', 'trilobite', 'fossils']",image,350.0,"(17.3850,78.4867)",0.72,0.06,0.22,0.65
p070,u170,"(13.0827,80.2707)","['u168', 'u172']","{'knife_making': 0.9, 'metallurgy': 0.8}","{'video': 0.8, 'image': 0.8}","{'u168': 0.7, 'u172': 0.8}","{'knife_making': 0.9, 'metallurgy': 0.7}","""Forging Damascus steel chef knife""",5/25/2025 18:00,187.0,35.0,28.0,39.4,"['knifemaking', 'damascus', 'forging']",video,380.0,"(13.0827,80.2707)",0.8,0.03,0.17,0.76
p071,u171,"(25.5941,85.0979)","['u169', 'u173']","{'tea_culture': 0.8, 'brewing': 0.9}","{'image': 0.7, 'video': 0.8}","{'u169': 0.9, 'u173': 0.6}","{'brewing': 0.9, 'tea_culture': 0.8}","""Perfect cup: Darjeeling tea brewing guide""",5/24/2025 9:15,76.0,18.0,12.0,31.7,"['tea', 'darjeeling', 'brewing']",video,290.0,"(25.5941,85.0979)",0.84,0.02,0.14,0.81
p072,u172,"(19.0176,72.8562)","['u170', 'u174']","{'skateboarding': 0.9, 'street_sports': 0.8}","{'video': 0.9, 'image': 0.6}","{'u170': 0.8, 'u174': 0.9}","{'skateboarding': 0.9, 'street_sports': 0.8}","""Nailed the perfect kickflip down 8-stair""",5/23/2025 17:30,298.0,67.0,52.0,21.4,"['skateboarding', 'kickflip', 'street']",video,180.0,"(19.0176,72.8562)",0.91,0.01,0.08,0.89
p073,u173,"(26.8467,80.9462)","['u171', 'u175']","{'blacksmithing': 0.9, 'ironwork': 0.8}","{'video': 0.8, 'image': 0.8}","{'u171': 0.7, 'u175': 0.8}","{'blacksmithing': 0.9, 'ironwork': 0.8}","""Hand-forged decorative iron gate progress""",5/22/2025 11:40,142.0,27.0,23.0,36.8,"['blacksmithing', 'ironwork', 'handforged']",video,410.0,"(26.8467,80.9462)",0.78,0.03,0.19,0.74
p074,u174,"(12.2958,76.6394)","['u172', 'u176']","{'mushroom_hunting': 0.8, 'foraging': 0.9}","{'image': 0.9, 'text': 0.7}","{'u172': 0.8, 'u176': 0.7}","{'foraging': 0.9, 'mushroom_hunting': 0.8}","""Edible wild mushrooms: Safe identification""",5/25/2025 6:45,89.0,34.0,16.0,44.1,"['foraging', 'mushrooms', 'identification']",image,370.0,"(12.2958,76.6394)",0.71,0.07,0.22,0.63
p075,u175,"(28.2380,83.9956)","['u173', 'u177']","{'ice_climbing': 0.9, 'mountaineering': 0.8}","{'image': 0.8, 'video': 0.8}","{'u173': 0.8, 'u177': 0.9}","{'ice_climbing': 0.9, 'mountaineering': 0.8}","""Frozen waterfall ascent: Technical route""",5/24/2025 5:20,216.0,48.0,39.0,46.7,"['iceclimbing', 'waterfall', 'technical']",image,280.0,"(28.2380,83.9956)",0.82,0.04,0.14,0.77
p076,u176,"(20.9517,77.7273)","['u174', 'u178']","{'3d_printing': 0.8, 'prototyping': 0.9}","{'video': 0.7, 'image': 0.8}","{'u174': 0.7, 'u178': 0.8}","{'prototyping': 0.9, '3d_printing': 0.8}","""Custom prosthetic hand: Design to print""",5/23/2025 13:25,195.0,52.0,34.0,41.2,"['3dprinting', 'prosthetic', 'design']",video,420.0,"(20.9517,77.7273)",0.88,0.02,0.1,0.85
p077,u177,"(16.7049,74.2433)","['u175', 'u179']","{'falconry': 0.9, 'birds_of_prey': 0.8}","{'video': 0.8, 'image': 0.9}","{'u175': 0.9, 'u177': 0.6}","{'falconry': 0.9, 'birds_of_prey': 0.8}","""Training session with young peregrine falcon""",5/22/2025 8:10,167.0,31.0,25.0,33.9,"['falconry', 'peregrine', 'training']",video,320.0,"(16.7049,74.2433)",0.79,0.03,0.18,0.75
p078,u178,"(24.5854,73.7125)","['u176', 'u180']","{'leatherworking': 0.8, 'craftsmanship': 0.9}","{'image': 0.8, 'video': 0.7}","{'u176': 0.8, 'u180': 0.7}","{'leatherworking': 0.9, 'craftsmanship': 0.8}","""Hand-stitched leather messenger bag""",5/25/2025 12:50,128.0,24.0,18.0,28.6,"['leatherwork', 'handstitched', 'messenger']",image,260.0,"(24.5854,73.7125)",0.81,0.02,0.17,0.78
p079,u179,"(11.0168,76.9558)","['u177', 'u181']","{'aquaponics': 0.9, 'sustainable': 0.8}","{'video': 0.8, 'text': 0.7}","{'u177': 0.7, 'u181': 0.8}","{'aquaponics': 0.9, 'sustainable': 0.8}","""Fish and vegetables: Symbiotic system update""",5/24/2025 15:40,93.0,26.0,17.0,38.7,"['aquaponics', 'sustainable', 'symbiotic']",video,390.0,"(11.0168,76.9558)",0.75,0.04,0.21,0.7
p080,u180,"(27.5916,95.6622)","['u178', 'u182']","{'extreme_sports': 0.8, 'base_jumping': 0.9}","{'video': 0.9, 'image': 0.7}","{'u178': 0.8, 'u182': 0.9}","{'base_jumping': 0.9, 'extreme_sports': 0.8}","""Wingsuit flight through mountain valley""",5/23/2025 19:20,389.0,78.0,61.0,25.3,"['basejumping', 'wingsuit', 'extreme']",video,210.0,"(27.5916,95.6622)",0.93,0.01,0.06,0.91
p081,u181,"(18.5204,73.8567)","['u179', 'u183']","{'fermentation': 0.8, 'food_science': 0.9}","{'image': 0.7, 'text': 0.8}","{'u179': 0.8, 'u183': 0.7}","{'fermentation': 0.9, 'food_science': 0.8}","""Kombucha brewing: Week 3 taste testing""",5/22/2025 18:30,87.0,22.0,14.0,32.4,"['fermentation', 'kombucha', 'brewing']",image,290.0,"(18.5204,73.8567)",0.77,0.03,0.2,0.73
p082,u182,"(29.0588,77.0648)","['u180', 'u184']","{'magic_tricks': 0.9, 'entertainment': 0.8}","{'video': 0.9, 'image': 0.5}","{'u180': 0.9, 'u184': 0.6}","{'magic_tricks': 0.9, 'entertainment': 0.8}","""Card manipulation: Advanced sleight tutorial""",5/25/2025 20:45,254.0,44.0,31.0,27.8,"['magic', 'cardtricks', 'tutorial']",video,240.0,"(29.0588,77.0648)",0.86,0.02,0.12,0.83
p083,u183,"(14.9091,78.1559)","['u181', 'u185']","{'geocaching': 0.8, 'treasure_hunting': 0.9}","{'image': 0.8, 'video': 0.6}","{'u181': 0.7, 'u185': 0.8}","{'geocaching': 0.9, 'treasure_hunting': 0.8}","""Hidden cache discovery in ancient ruins""",5/24/2025 11:05,103.0,28.0,19.0,35.8,"['geocaching', 'treasurehunt', 'ruins']",image,310.0,"(14.9091,78.1559)",0.84,0.02,0.14,0.81
p084,u184,"(23.0225,72.5714)","['u182', 'u186']","{'fire_dancing': 0.9, 'performance': 0.8}","{'video': 0.9, 'image': 0.8}","{'u182': 0.8, 'u186': 0.7}","{'fire_dancing': 0.9, 'performance': 0.8}","""Mesmerizing fire poi performance at beach""",5/23/2025 21:50,312.0,59.0,47.0,22.7,"['firedancing', 'poi', 'performance']",video,190.0,"(23.0225,72.5714)",0.9,0.01,0.09,0.88
p085,u185,"(17.6868,83.2185)","['u183', 'u187']","{'butterfly_farming': 0.8, 'lepidoptera': 0.9}","{'image': 0.9, 'video': 0.7}","{'u183': 0.8, 'u187': 0.9}","{'lepidoptera': 0.9, 'butterfly_farming': 0.8}","""Monarch butterfly lifecycle documentation""",5/22/2025 9:55,124.0,33.0,22.0,40.6,"['butterfly', 'monarch', 'lifecycle']",image,340.0,"(17.6868,83.2185)",0.82,0.02,0.16,0.79
p086,u186,"(21.2787,81.8661)","['u184', 'u188']","{'meteorology': 0.8, 'weather': 0.9}","{'image': 0.7, 'text': 0.8}","{'u184': 0.7, 'u188': 0.8}","{'weather': 0.9, 'meteorology': 0.8}","""Supercell thunderstorm: Formation analysis""",5/25/2025 17:20,178.0,47.0,29.0,43.5,"['weather', 'supercell', 'meteorology']",image,380.0,"(21.2787,81.8661)",0.69,0.08,0.23,0.6
p087,u187,"(26.1445,91.7362)","['u185', 'u189']","{'tribal_art': 0.9, 'indigenous': 0.8}","{'image': 0.8, 'video': 0.7}","{'u185': 0.9, 'u187': 0.6}","{'tribal_art': 0.9, 'indigenous': 0.8}","""Traditional Thangka painting: Ancient techniques""",5/24/2025 10:30,156.0,41.0,27.0,47.2,"['tribalart', 'thangka', 'traditional']",image,420.0,"(26.1445,91.7362)",0.74,0.05,0.21,0.68
p088,u188,"(15.8173,74.4977)","['u186', 'u190']","{'violin_making': 0.9, 'lutherie': 0.8}","{'video': 0.8, 'image': 0.8}","{'u186': 0.8, 'u190': 0.7}","{'violin_making': 0.9, 'lutherie': 0.8}","""Carving violin scroll: Precision craftsmanship""",5/23/2025 14:15,94.0,19.0,15.0,34.3,"['violinmaking', 'lutherie', 'craftsmanship']",video,360.0,"(15.8173,74.4977)",0.8,0.02,0.18,0.77
p089,u189,"(19.9975,73.7898)","['u187', 'u191']","{'storm_chasing': 0.8, 'weather': 0.9}","{'video': 0.9, 'image': 0.8}","{'u187': 0.7, 'u191': 0.8}","{'storm_chasing': 0.9, 'weather': 0.8}","""Tornado alley: Close encounter footage""",5/22/2025 19:45,267.0,61.0,43.0,29.1,"['stormchasing', 'tornado', 'extreme']",video,260.0,"(19.9975,73.7898)",0.75,0.06,0.19,0.68
p090,u190,"(28.9845,77.7064)","['u188', 'u192']","{'bone_carving': 0.9, 'traditional_art': 0.8}","{'image': 0.8, 'video': 0.7}","{'u188': 0.8, 'u192': 0.9}","{'bone_carving': 0.9, 'traditional_art': 0.8}","""Intricate scrimshaw on whale bone replica""",5/25/2025 9:20,112.0,25.0,18.0,36.7,"['bonecarving', 'scrimshaw', 'traditional']",image,300.0,"(28.9845,77.7064)",0.76,0.03,0.21,0.72
p091,u191,"(12.9141,74.8560)","['u189', 'u193']","{'cave_exploration': 0.8, 'speleology': 0.9}","{'video': 0.8, 'image': 0.8}","{'u189': 0.8, 'u193': 0.7}","{'speleology': 0.9, 'cave_exploration': 0.8}","""Underground river discovery: 5km passage""",5/24/2025 7:40,189.0,44.0,32.0,49.8,"['caving', 'speleology', 'underground']",video,460.0,"(12.9141,74.8560)",0.78,0.04,0.18,0.73
p092,u192,"(22.3072,73.1812)","['u190', 'u194']","{'sand_art': 0.9, 'ephemeral': 0.8}","{'image': 0.9, 'video': 0.8}","{'u190': 0.9, 'u192': 0.6}","{'sand_art': 0.9, 'ephemeral': 0.8}","""Intricate mandala carved in beach sand""",5/23/2025 16:00,203.0,37.0,31.0,21.9,"['sandart', 'mandala', 'ephemeral']",image,170.0,"(22.3072,73.1812)",0.87,0.01,0.12,0.85
p093,u193,"(25.3176,82.9739)","['u191', 'u195']","{'insect_photography': 0.8, 'macro': 0.9}","{'image': 0.9, 'video': 0.6}","{'u191': 0.7, 'u195': 0.8}","{'macro': 0.9, 'insect_photography': 0.8}","""Stunning dragonfly wing detail macro shot""",5/22/2025 12:30,145.0,29.0,24.0,31.5,"['macro', 'dragonfly', 'photography']",image,230.0,"(25.3176,82.9739)",0.85,0.02,0.13,0.82
p094,u194,"(16.3067,80.4365)","['u192', 'u196']","{'juggling': 0.9, 'circus_arts': 0.8}","{'video': 0.9, 'image': 0.6}","{'u192': 0.8, 'u194': 0.7}","{'juggling': 0.9, 'circus_arts': 0.8}","""Seven ball cascade: Perfect rhythm achieved""",5/25/2025 14:10,176.0,32.0,26.0,24.8,"['juggling', 'cascade', 'circus']",video,200.0,"(16.3067,80.4365)",0.89,0.01,0.1,0.87
p095,u195,"(27.8974,78.0880)","['u193', 'u197']","{'crystal_growing': 0.8, 'chemistry': 0.9}","{'image': 0.7, 'video': 0.8}","{'u193': 0.8, 'u197': 0.9}","{'chemistry': 0.9, 'crystal_growing': 0.8}","""Perfect copper sulfate crystals after 30 days""",5/24/2025 16:55,98.0,35.0,20.0,42.3,"['crystals', 'chemistry', 'coppersulfate']",image,350.0,"(27.8974,78.0880)",0.73,0.05,0.22,0.67
p066,u166,"(15.3173,75.7139)","['u164', 'u168']","{'yoga': 0.9, 'wellness': 0.8}","{'video': 0.8, 'image': 0.9}","{'u164': 0.8, 'u168': 0.7}","{'yoga': 0.9, 'wellness': 0.8}","""Morning yoga flow for flexibility""",5/25/2025 6:15,143.0,28.0,22.0,25.3,"['yoga', 'morning', 'flexibility']",video,320.0,"(15.3173,75.7139)",0.85,0.02,0.13,0.82
p067,u167,"(30.7333,76.7794)","['u165', 'u169']","{'vintage_cars': 0.8, 'restoration': 0.9}","{'image': 0.9, 'video': 0.8}","{'u165': 0.9, 'u169': 0.6}","{'restoration': 0.9, 'vintage_cars': 0.8}","""1967 Mustang engine rebuild complete""",5/24/2025 18:30,187.0,41.0,29.0,38.7,"['vintage', 'mustang', 'restoration']",image,280.0,"(30.7333,76.7794)",0.88,0.02,0.1,0.85
